root_id,connectivity_tag
720575940628185088,"3_cycle_participant,feedforward_loop_participant,rich_club"
720575940631199744,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940623728647,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940623990797,"feedforward_loop_participant,reciprocal,rich_club"
720575940628709397,"3_cycle_participant,feedforward_loop_participant,rich_club"
720575940644044823,"feedforward_loop_participant,reciprocal,rich_club"
720575940622680088,"feedforward_loop_participant,reciprocal,rich_club"
720575940644175895,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940618223645,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940626612254,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940644306980,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940624384037,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940626087980,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940629102636,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940632772655,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940616650802,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940643520564,"feedforward_loop_participant,reciprocal,rich_club"
720575940638933045,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940639457333,"feedforward_loop_participant,rich_club"
720575940632641592,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940632903737,"3_cycle_participant,feedforward_loop_participant,rich_club"
720575940630937660,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940607606852,"feedforward_loop_participant,rich_club"
720575940631593041,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940632510547,"feedforward_loop_participant,reciprocal,rich_club"
720575940618616916,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940617699414,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940629889111,"3_cycle_participant,feedforward_loop_participant,rich_club"
720575940620845147,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940608786524,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940609310812,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940620189790,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940634607711,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940632772704,"feedforward_loop_participant,reciprocal,rich_club"
720575940625301604,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940625825892,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940636442725,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940626481257,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940627660905,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940633952363,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940621107309,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940610228344,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940650074233,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940621369468,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940625301629,"3_cycle_participant,feedforward_loop_participant,rich_club"
720575940625956989,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940628840574,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940648370308,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940619141254,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940619534471,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940620320902,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940620451974,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940621107336,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940623466632,"3_cycle_participant,feedforward_loop_participant,highly_reciprocal_neuron,nsrn,reciprocal,rich_club"
720575940626874511,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940627136655,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940614684822,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940633165980,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940615733407,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940643520672,"3_cycle_participant,feedforward_loop_participant,integrator,reciprocal,rich_club"
720575940655186081,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940620714150,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940614553767,"3_cycle_participant,feedforward_loop_participant,rich_club"
720575940614684847,"3_cycle_participant,feedforward_loop_participant,rich_club"
720575940635263156,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940622287031,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940624384183,"feedforward_loop_participant,rich_club"
720575940620189888,"feedforward_loop_participant,reciprocal,rich_club"
720575940627398855,"feedforward_loop_participant,rich_club"
720575940643651784,"3_cycle_participant,feedforward_loop_participant,rich_club"
720575940605640905,"3_cycle_participant,feedforward_loop_participant,rich_club"
720575940613243089,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940613898449,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940629233884,"feedforward_loop_participant,reciprocal,rich_club"
720575940616388831,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940604723424,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940613636325,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940637229289,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940624253163,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940625170667,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940625432819,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940630151415,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940630020345,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940630937851,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940630282496,"feedforward_loop_participant,reciprocal,rich_club"
720575940628971779,"3_cycle_participant,feedforward_loop_participant,rich_club"
720575940607869193,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940627267855,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940630937871,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940631724306,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940627661077,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940626743580,"3_cycle_participant,feedforward_loop_participant,rich_club"
720575940630151455,"feedforward_loop_participant,reciprocal,rich_club"
720575940644176164,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940626088229,"3_cycle_participant,feedforward_loop_participant,rich_club"
720575940622287142,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940622811430,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940628578603,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940629102891,"feedforward_loop_participant,reciprocal,rich_club"
720575940631068973,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940619141425,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940620583217,"3_cycle_participant,broadcaster,feedforward_loop_participant,reciprocal,rich_club"
720575940628971829,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940631462200,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940630020409,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940630151484,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940630937923,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940627398984,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940624253257,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940627923272,"feedforward_loop_participant,rich_club"
720575940622549324,"feedforward_loop_participant,reciprocal,rich_club"
720575940629365071,"3_cycle_participant,feedforward_loop_participant,rich_club"
720575940631593297,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940638277978,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940638540122,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940608393564,"3_cycle_participant,feedforward_loop_participant,rich_club"
720575940617830749,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940629889383,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940628709740,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940619403629,"feedforward_loop_participant,reciprocal,rich_club"
720575940620976493,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940636049775,"feedforward_loop_participant,rich_club"
720575940637098352,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940612063602,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940622156148,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940627267965,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940620583302,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940621107590,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940626350473,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940627792265,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940632379790,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940637229454,"3_cycle_participant,feedforward_loop_participant,rich_club"
720575940624253331,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940635263383,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940642865568,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940655841697,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940633428388,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940628709800,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940611932586,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940612325807,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940607607218,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940612063667,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940625039799,"3_cycle_participant,feedforward_loop_participant,rich_club"
720575940616651193,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940617568697,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940616782267,"feedforward_loop_participant,reciprocal,rich_club"
720575940618092985,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940625433020,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940625695162,"3_cycle_participant,broadcaster,feedforward_loop_participant,reciprocal,rich_club"
720575940638540221,"feedforward_loop_participant,reciprocal,rich_club"
720575940620321217,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940621500865,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940610490819,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940628971975,"feedforward_loop_participant,reciprocal,rich_club"
720575940618486219,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940632904140,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940622287309,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940607476174,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940632117711,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940641423824,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940610097618,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940611015122,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940615864788,"3_cycle_participant,feedforward_loop_participant,rich_club"
720575940606951893,"3_cycle_participant,feedforward_loop_participant,highly_reciprocal_neuron,nsrn,reciprocal,rich_club"
720575940630020567,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940616913369,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940636705246,"feedforward_loop_participant,rich_club"
720575940613112293,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940639195625,"3_cycle_participant,feedforward_loop_participant,rich_club"
720575940623598058,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940623991274,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940611277293,"broadcaster,feedforward_loop_participant,reciprocal,rich_club"
720575940624515571,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940622811636,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940635394552,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940629758459,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940628840956,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940614423038,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940629496320,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940617437697,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940627530242,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940623204872,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940625039880,"feedforward_loop_participant,reciprocal,rich_club"
720575940631593487,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940628972048,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940627792401,"3_cycle_participant,feedforward_loop_participant,rich_club"
720575940644438551,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940627005982,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940625695269,"feedforward_loop_participant,reciprocal,rich_club"
720575940625695271,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940624122409,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940630807084,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940642341428,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940647977524,"3_cycle_participant,feedforward_loop_participant,rich_club"
720575940632904249,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940627661370,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940617306683,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940638671421,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940619403841,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940616520258,"feedforward_loop_participant,reciprocal,rich_club"
720575940631200327,"feedforward_loop_participant,integrator,reciprocal,rich_club"
720575940623467084,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940637360730,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940606952028,"feedforward_loop_participant,reciprocal,rich_club"
720575940617306717,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940635263583,"feedforward_loop_participant,rich_club"
720575940623991395,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940626481764,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940606558822,"3_cycle_participant,feedforward_loop_participant,integrator,reciprocal,rich_club"
720575940615733866,"3_cycle_participant,feedforward_loop_participant,rich_club"
720575940634477163,"3_cycle_participant,feedforward_loop_participant,rich_club"
720575940637885043,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940640375411,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940617175669,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940649026169,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940605248130,"3_cycle_participant,feedforward_loop_participant,rich_club"
720575940605903490,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940621107847,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940633690766,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940628054671,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940625826448,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940628185743,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940622680724,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940622942868,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940633166487,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
720575940626612888,"3_cycle_participant,feedforward_loop_participant,reciprocal,rich_club"
